Taxon,,Date,Malaise,,,,,,,,,,,
,Order,,1A,1B,1C,2A,2B,2C,3A,3B,3C,UTC1,UTC2,UTC3
,,6-Jul-15,,,,,,,,,,,,
,,8-Jul-15,,,,,,,,,,,,
,,10-Jul-15,,,,,,,,,,,,
,,11-Jul-15,,,,,,,,,,,,
,,13-Jul-15,,,,,,,,,,,,
,,15-Jul-15,,,,,,,,,,,,
,,17-Jul-15,,,,,,,,,,,,
,,18-Jul-15,,,,,,,,,,,,
,,20-Jul-15,,,,,,,,,,,,
,,22-Jul-15,,,,,,,,,,,,
,,24-Jul-15,,,,,,,,,,,,
,,25-Jul-15,,,,,,,,,,,,
,,27-Jul-15,,,,,,,,,,,,
,Solifugae,24-Jun-15,,,,,,,,,,,,
,,25-Jun-15,,,,,,,,,,,,
,,26-Jun-15,,,,,,,,,,,,
,,27-Jun-15,,,,,,,,,,,,
,,1-Jul-15,,,,,,,,,,,,
,,3-Jul-15,,,,,,,,,,,,
,,4-Jul-15,,,,,,,,,,,,
,,6-Jul-15,,,,,,,,,,,,
,,8-Jul-15,,,,,,,,,,,,
,,10-Jul-15,,,,,,,,,,,,
,,11-Jul-15,,,,,,,,,,,,
,,13-Jul-15,,,,,,,,,,,,
,,15-Jul-15,,,,,,,,,,,,
,,17-Jul-15,,,,,,,,,,,,
,,18-Jul-15,,,,,,,,,,,,
,,20-Jul-15,,,,,,,,,,,,
,,22-Jul-15,,,,,,,,,,,,
,,24-Jul-15,,,,,,,,,,,,
,,25-Jul-15,,,,,,,,,,,,
,,27-Jul-15,,,,,,,,,,,,
,Acari,24-Jun-15,0,0,0,,,,,,,,,
,,25-Jun-15,,,,0,0,0,,,,,,
,,26-Jun-15,,,,,,,0,0,0,,,
,,27-Jun-15,,,,,,,,,,0,0,0
,,1-Jul-15,0,0,0,,,,,,,,,
,,3-Jul-15,,,,0,0,0,,,,,,
,,4-Jul-15,,,,,,,,,,0,0,0
,,6-Jul-15,,,,,,,0,0,0,,,
,,8-Jul-15,0,0,0,,,,,,,,,
,,10-Jul-15,,,,0,0,0,,,,,,
,,11-Jul-15,,,,,,,,,,0,0,0
,,13-Jul-15,,,,,,,0,0,0,,,
,,15-Jul-15,0,0,0,,,,,,,,,
,,17-Jul-15,,,,0,0,0,,,,,,
,,18-Jul-15,,,,,,,,,,0,0,0
,,20-Jul-15,,,,,,,0,0,0,,,
,,22-Jul-15,0,0,0,,,,,,,,,
,,24-Jul-15,,,,0,0,0,,,,,,
,,25-Jul-15,,,,,,,,,,0,0,0
,,27-Jul-15,,,,,,,0,0,0,,,
,Pseudoscorpiones,24-Jun-15,0,0,0,,,,,,,,,
,,25-Jun-15,,,,0,0,0,,,,,,
,,26-Jun-15,,,,,,,0,0,0,,,
,,27-Jun-15,,,,,,,,,,0,0,0
,,1-Jul-15,0,0,0,,,,,,,,,
,,3-Jul-15,,,,0,0,0,,,,,,
,,4-Jul-15,,,,,,,,,,0,0,0
,,6-Jul-15,,,,,,,0,0,0,,,
,,8-Jul-15,0,0,0,,,,,,,,,
,,10-Jul-15,,,,0,0,0,,,,,,
,,11-Jul-15,,,,,,,,,,0,0,0
,,13-Jul-15,,,,,,,0,0,0,,,
,,15-Jul-15,0,0,0,,,,,,,,,
,,17-Jul-15,,,,0,0,0,,,,,,
,,18-Jul-15,,,,,,,,,,0,0,0
,,20-Jul-15,,,,,,,0,0,0,,,
,,22-Jul-15,0,0,0,,,,,,,,,
,,24-Jul-15,,,,0,0,0,,,,,,
,,25-Jul-15,,,,,,,,,,0,0,0
,,27-Jul-15,,,,,,,0,0,0,,,
Insecta,Collembola,24-Jun-15,0,0,0,,,,,,,,,
,,25-Jun-15,,,,0,0,0,,,,,,
,,26-Jun-15,,,,,,,0,0,0,,,
,,27-Jun-15,,,,,,,,,,0,0,0
,,1-Jul-15,0,0,0,,,,,,,,,
,,3-Jul-15,,,,0,0,0,,,,,,
,,4-Jul-15,,,,,,,,,,0,0,0
,,6-Jul-15,,,,,,,0,0,0,,,
,,8-Jul-15,0,0,0,,,,,,,,,
,,10-Jul-15,,,,0,0,0,,,,,,
,,11-Jul-15,,,,,,,,,,0,0,0
,,13-Jul-15,,,,,,,0,0,0,,,
,,15-Jul-15,0,0,0,,,,,,,,,
,,17-Jul-15,,,,0,0,0,,,,,,
,,18-Jul-15,,,,,,,,,,0,0,0
,,20-Jul-15,,,,,,,0,0,0,,,
,,22-Jul-15,0,0,0,,,,,,,,,
,,24-Jul-15,,,,0,0,0,,,,,,
,,25-Jul-15,,,,,,,,,,0,0,0
,,27-Jul-15,,,,,,,0,0,0,,,
,Trichoptera,24-Jun-15,0,0,0,,,,,,,,,
,,25-Jun-15,,,,0,0,0,,,,,,
,,26-Jun-15,,,,,,,0,0,0,,,
,,27-Jun-15,,,,,,,,,,0,0,0
,,1-Jul-15,0,0.0011,0.0005,,,,,,,,,
,,3-Jul-15,,,,0.0014,0.0004,0.005,,,,,,
,,4-Jul-15,,,,,,,,,,0.0025,0.0023,0.0011
,,6-Jul-15,,,,,,,0.0006,0.0004,0,,,
,,8-Jul-15,0,0,0.0009,,,,,,,,,
,,10-Jul-15,,,,0.0022,0.001,0.0005,,,,,,
,,11-Jul-15,,,,,,,,,,0,0,0
,,13-Jul-15,,,,,,,0.0032,0.0011,0,,,
,,15-Jul-15,0,0,0.0012,,,,,,,,,
,,17-Jul-15,,,,0,0.0004,0.0033,,,,,,
,,18-Jul-15,,,,,,,,,,0.0019,0.0001,0
,,20-Jul-15,,,,,,,0.0034,0.0013,0,,,
,,22-Jul-15,0,0.0015,0.0024,,,,,,,,,
,,24-Jul-15,,,,0,0,0,,,,,,
,,25-Jul-15,,,,,,,,,,0,0,0
,,27-Jul-15,,,,,,,0,0.0000 (Ashley Cole 7-7-17),0.0014,,,
,Thysanoptera,24-Jun-15,0,0,0,,,,,,,,,
,,25-Jun-15,,,,0,0,0,,,,,,
,,26-Jun-15,,,,,,,,,,,,
,,27-Jun-15,,,,,,,,,,,,
,,1-Jul-15,0,0,0,,,,,,,,,
,,3-Jul-15,,,,0,0,0,,,,,,
,,4-Jul-15,,,,,,,,,,0,0,0
,,6-Jul-15,,,,,,,0,0,0,,,
,,8-Jul-15,0,0,0,,,,,,,,,
,,10-Jul-15,,,,0,0,0,,,,,,
,,11-Jul-15,,,,,,,,,,0,0,0
,,13-Jul-15,,,,,,,0,0,0,,,
,,15-Jul-15,0,0,0,,,,,,,,,
,,17-Jul-15,,,,0,0,0,,,,,,
,,18-Jul-15,,,,,,,,,,0,0,0
,,20-Jul-15,,,,,,,0,0,0,,,
,,22-Jul-15,0,0,0,,,,,,,,,
,,24-Jul-15,,,,0,0,0,,,,,,
,,25-Jul-15,,,,,,,,,,0,0,0
,,27-Jul-15,,,,,,,0,0,0,,,
,Orthoptera,24-Jun-15,0,0,0,,,,,,,,,
,,25-Jun-15,,,,0,0.0712,0.2109,,,,,,
,,26-Jun-15,,,,,,,0.0555,0.1026,0,,,
,,27-Jun-15,,,,,,,,,,0.0967,0,0
,,1-Jul-15,0,0,0,,,,,,,,,
,,3-Jul-15,,,,0.3324,0.0991,0.0571,,,,,,
,,4-Jul-15,,,,,,,,,,0,0.1452,0.0127
,,6-Jul-15,,,,,,,0.327,0.112,0,,,
,,8-Jul-15,0,0,0,,,,,,,,,
,,10-Jul-15,,,,0.0784,0.2739,0.1119,,,,,,
,,11-Jul-15,,,,,,,,,,0,0.0708,0
,,13-Jul-15,,,,,,,0.288,0.2861,0,,,
,,15-Jul-15,0,0.1618,0.0514,,,,,,,,,
,,17-Jul-15,,,,0.242,0.2048,0.281,,,,,,
,,18-Jul-15,,,,,,,,,,0.4568,0.1183,0.0539
,,20-Jul-15,,,,,,,0.3922,0.3815,0,,,
,,22-Jul-15,0.0996,0.2609,0.3749,,,,,,,,,
,,24-Jul-15,,,,0.7174,0.4025,0.2348,,,,,,
,,25-Jul-15,,,,,,,,,,0.6638,0.188,0.2124
,,27-Jul-15,,,,,,,0.4586,0.7858,0.6558,,,
,Hemiptera,24-Jun-15,0.0849,0.0687,0.0156,,,,,,,,,
,,25-Jun-15,,,,0.025,0.0163,0.0629,,,,,,
,,26-Jun-15,,,,,,,0.0463,0.0112,0.0155,,,
,,27-Jun-15,,,,,,,,,,0,0.0247,0.0064
,,1-Jul-15,0.0106,0.0056,0.0067,,,,,,,,,
,,3-Jul-15,,,,0.0121,0.0091,0.023,,,,,,
,,4-Jul-15,,,,,,,,,,0.0022,0.0115,0.008
,,6-Jul-15,,,,,,,0.046,0.0136,0.0066,,,
,,8-Jul-15,0.0045,0.0116,0.005,,,,,,,,,
,,10-Jul-15,,,,0.0086,0.016,0,,,,,,
,,11-Jul-15,,,,,,,,,,0.0024,0.0031,0.0042
,,13-Jul-15,,,,,,,0.0251,0.0017,0.0096,,,
,,15-Jul-15,0.003,0.0051 Ashley Cole (6-02-17  Reweighed Correction),0.001,,,,,,,,,
,,17-Jul-15,,,,0.0046,0.001,0.0143,,,,,,
,,18-Jul-15,,,,,,,,,,0,0.003,0
,,20-Jul-15,,,,,,,0.0131,0.0852,0.0363,,,
,,22-Jul-15,0.0207,0.0148,0.0342,,,,,,,,,
,,24-Jul-15,,,,0.0045,0.0025,0.0069,,,,,,
,,25-Jul-15,,,,,,,,,,0.0019,0.0007,0.001
,,27-Jul-15,,,,,,,0.0284,0.0079,0.0153,,,
,Neuroptera,24-Jun-15,0.0037,0.0059,0.0032,,,,,,,,,
,,25-Jun-15,,,,0.0013,0.0054,0.002,,,,,,
,,26-Jun-15,,,,,,,0.0103,0,0.002,,,
,,27-Jun-15,,,,,,,,,,0.0016,0.0015,0.005
,,1-Jul-15,0.0048,0.0017,0.0025,,,,,,,,,
,,3-Jul-15,,,,0.0034,0.0047,0.0046,,,,,,
,,4-Jul-15,,,,,,,,,,0.0054,0.0047,0
,,6-Jul-15,,,,,,,0.0043,0.0008,0,,,
,,8-Jul-15,0.0006 (AshleyCole-12May2017-misidentified as Trichoptera),0,0.0024,,,,,,,,,
,,10-Jul-15,,,,0.0086,0.0027,0.0023,,,,,,
,,11-Jul-15,,,,,,,,,,0.0048,0.0006,0.0006
,,13-Jul-15,,,,,,,0.0048,0.0017,0,,,
,,15-Jul-15,0.0025,0.0050 (AshleyCole-26May2017-misidentified as Trichoptera0.0006),0,,,,,,,,,
,,17-Jul-15,,,,0,0.002,0.0015,,,,,,
,,18-Jul-15,,,,,,,,,,0,0.0013,0
,,20-Jul-15,,,,,,,0.0016,0.0023,0.0005,,,
,,22-Jul-15,0,0,0,,,,,,,,,
,,24-Jul-15,,,,0,0.004,0.0071,,,,,,
,,25-Jul-15,,,,,,,,,,0,0.0026,0
,,27-Jul-15,,,,,,,0.0156,0.0054 (Ashley Cole 7-7-17) Brown Lacewing transferred from Trichoptera,0.0018,,,
,Coleoptera,24-Jun-15,0.0062,0.0243,0.194,,,,,,,,,
,,25-Jun-15,,,,0.0131,0.03,0.0295,,,,,,
,,26-Jun-15,,,,,,,0.0515,0.0084,0.025,,,
,,27-Jun-15,,,,,,,,,,0.436,0.0323,0.004
,,1-Jul-15,0.0096,0,0.059,,,,,,,,,
,,3-Jul-15,,,,0.04,0.0205,0.0736,,,,,,
,,4-Jul-15,,,,,,,,,,0.043,0.0445,0.0094
,,6-Jul-15,,,,,,,0.0473,0.0045,0.0075,,,
,,8-Jul-15,0.0085,0.0043,0.0183,,,,,,,,,
,,10-Jul-15,,,,0.029,0.029,0.0075,,,,,,
,,11-Jul-15,,,,,,,,,,0.0027,0.0066,0.0499
,,13-Jul-15,,,,,,,0.066,0.0147,0.0038,,,
,,15-Jul-15,0.0145,0.0043,0.013,,,,,,,,,
,,17-Jul-15,,,,0.0559,0.1148,0.0275,,,,,,
,,18-Jul-15,,,,,,,,,,0.0067,0.0208,0.0277
,,20-Jul-15,,,,,,,0.0845,0.007,0.0125,,,
,,22-Jul-15,0.0157,0.0012,0.0153,,,,,,,,,
,,24-Jul-15,,,,0.0336,0.0166,0.0171,,,,,,
,,25-Jul-15,,,,,,,,,,0,0.01,0.0174
,,27-Jul-15,,,,,,,0.0832,0.012,0.026,,,
,Diptera,24-Jun-15,1.6655,0.963,0.5989,,,,,,,,,
,,25-Jun-15,,,,2.1772,1.0078,1.4279,,,,,,
,,26-Jun-15,,,,,,,3.2444,1.2691,0.5146,,,
,,27-Jun-15,,,,,,,,,,0.5484,0.4211,1.0184
,,1-Jul-15,1.357,0.5909,0.598,,,,,,,,,
,,3-Jul-15,,,,2.1488,1.4902,2.476,,,,,,
,,4-Jul-15,,,,,,,,,,0.6199,0.7541,0.5479
,,6-Jul-15,,,,,,,2.8634,1.1841,0.746,,,
,,8-Jul-15,1.1289,0.6168,0.582,,,,,,,,,
,,10-Jul-15,,,,1.3257,0.7986,0.8835,,,,,,
,,11-Jul-15,,,,,,,,,,0.4841,0.6861,0.54
,,13-Jul-15,,,,,,,1.9372,0.9111,0.8273,,,
,,15-Jul-15,0.6811,0.4170 Ashley Cole (6-02-17 Weighed Correction),0.8107,,,,,,,,,
,,17-Jul-15,,,,0.7792,0.5212,1.0907,,,,,,
,,18-Jul-15,,,,,,,,,,0.9355,0.6444,0.3901
,,20-Jul-15,,,,,,,3.2036,1.7153,1.3353,,,
,,22-Jul-15,0.726,0.8454,1.0535,,,,,,,,,
,,24-Jul-15,,,,0.9507,0.605,1.4064,,,,,,
,,25-Jul-15,,,,,,,,,,0.735,0.4856,0.4873
,,27-Jul-15,,,,,,,5.3908,2.0534,1.3926,,,
,Hymenoptera,24-Jun-15,0.3817,0.6073,0.391,,,,,,,,,
,,25-Jun-15,,,,0.1102,0.2282,0.2373,,,,,,
,,26-Jun-15,,,,,,,0.6784,0.689,0.5773,,,
,,27-Jun-15,,,,,,,,,,0.4285,0.7197,0.3185
,,1-Jul-15,0.3063,0.7632,0.6965,,,,,,,,,
,,3-Jul-15,,,,0.9369,0.7362,0.5866,,,,,,
,,4-Jul-15,,,,,,,,,,0.4408,0.4408,1.219
,,6-Jul-15,,,,,,,1.0577,0.9579,1.0006,,,
,,8-Jul-15,0.7858,1.4382,1.1418,,,,,,,,,
,,10-Jul-15,,,,0.7861,0.5258,0.6092,,,,,,
,,11-Jul-15,,,,,,,,,,1.2465,0.4022,0.648
,,13-Jul-15,,,,,,,0.9534,0.7955,0.902,,,
,,15-Jul-15,0.6117,2.0802 (AshelyCole-26May2017-misidentified as Diptera0.3854) 6/02/17 (Lepidoptera misidentified as Hymenoptera .0444,1.3629,,,,,,,,,
,,17-Jul-15,,,,0.9071,0.6813,1.0097,,,,,,
,,18-Jul-15,,,,,,,,,,3.0384,1.0787,1.7558
,,22-Jul-15,0.9479,1.5685,1.6571,,,,,,,,,
,,24-Jul-15,,,,1.0108,1.0859,1.3181,,,,,,
,,25-Jul-15,,,,,,,,,,3.3824,1.2022,1.7895
,,27-Jul-15,,,,,,,5.1568,2.1551,3.0673,,,
,Lepidoptera,24-Jun-15,0.4229,0.2711,0.0396,,,,,,,,,
,,25-Jun-15,,,,0.2533,0.0818,0.1376,,,,,,
,,26-Jun-15,,,,,,,0.2606,0.0718,0.0802,,,
,,27-Jun-15,,,,,,,,,,0.3235,0.1685,0.0164
,,1-Jul-15,0.3419,0.0963,0.1052,,,,,,,,,
,,3-Jul-15,,,,0.4039,0.3333,0.2797,,,,,,
,,4-Jul-15,,,,,,,,,,0.121,0.1683,0.3481
,,6-Jul-15,,,,,,,0.5219,0.2471,0.1229,,,
,,8-Jul-15,0.2504,0,0.1089,,,,,,,,,
,,10-Jul-15,,,,0.2772,0.1445,0.3602,,,,,,
,,11-Jul-15,,,,,,,,,,0.1046,0.1203,0.2413
,,13-Jul-15,,,,,,,0.4483,0.2532,0.2257,,,
,,15-Jul-15,0.2736,0.2662 Ashley Cole (1 moth misidentified as Hymenoptera),0.2198,,,,,,,,,
,,17-Jul-15,,,,0.0986,0.05,0.4302,,,,,,
,,18-Jul-15,,,,,,,,,,0.1393,0.1749,0.0829
,,20-Jul-15,,,,,,,0.7128,0.523,0.0895,,,
,,22-Jul-15,0.2063,0.1342,0.3971,,,,,,,,,
,,24-Jul-15,,,,0.0882,0.0659,0.1876,,,,,,
,,25-Jul-15,,,,,,,,,,0.0997,0.0205,0.0159
,,27-Jul-15,,,,,,,1.7829,0.2045,0.3166,,,
,Mantodea,24-Jun-15,,,,,,,,,,,,
,,25-Jun-15,,,,,,,,,,,,
,,26-Jun-15,,,,,,,,,,,,
,,27-Jun-15,,,,,,,,,,,,
,,1-Jul-15,,,,,,,,,,,,
,,3-Jul-15,,,,,,,,,,,,
,,4-Jul-15,,,,,,,,,,,,
,,6-Jul-15,,,,,,,,,,,,
,,8-Jul-15,,,,,,,,,,,,
,,10-Jul-15,,,,,,,,,,,,
,,11-Jul-15,,,,,,,,,,,,
,,13-Jul-15,,,,,,,,,,,,
,,15-Jul-15,,,,,,,,,,,,
,,17-Jul-15,,,,,,,,,,,,
,,18-Jul-15,,,,,,,,,,,,
,,20-Jul-15,,,,,,,,,,,,
,,22-Jul-15,,,,,,,,,,,,
,,24-Jul-15,,,,,,,,,,,,
,,25-Jul-15,,,,,,,,,,,,
,,27-Jul-15,,,,,,,,,,,,
,Immatures (larvae),24-Jun-15,0,0,0,,,,,,,,,
,,25-Jun-15,,,,0,0,0,,,,,,
,,26-Jun-15,,,,,,,0,0,0,,,
,,27-Jun-15,,,,,,,,,,0,0,0
,,1-Jul-15,0,0,0,,,,,,,,,
,,3-Jul-15,,,,0,0,0,,,,,,
,,4-Jul-15,,,,,,,,,,0,0,0
,,6-Jul-15,,,,,,,0,0,0,,,
,,8-Jul-15,0,0,0,,,,,,,,,
,,10-Jul-15,,,,0,0,0,,,,,,
,,11-Jul-15,,,,,,,,,,0,0,0
,,13-Jul-15,,,,,,,0,0,0,,,
,,15-Jul-15,0,0,0,,,,,,,,,
,,17-Jul-15,,,,0,0,0,,,,,,
,,18-Jul-15,,,,,,,,,,0,0,0
,,20-Jul-15,,,,,,,0,0,0,,,
,,22-Jul-15,0,0,0,,,,,,,,,
,,24-Jul-15,,,,0,0,0,,,,,,
,,25-Jul-15,,,,,,,,,,0,0,0
,,27-Jul-15,,,,,,,0,0,0,,,
