Taxon,,Date,Sweeping,,,,,,,,,,,
,Order,,1A,1B,1C,2A,2B,2C,3A,3B,3C,UTC1,UTC2,UTC3
,Hemiptera,22-Jun-16,0.0426,0.0079,0.0263,,,,,,,,,
,,23-Jun-16,,,,0.0203,0.019,0.0153,,,,,,
,,24-Jun-16,,,,,,,0.0227,0.0076,0.0163,,,
,,25-Jun-16,,,,,,,,,,0.0109,0.0175,0.06
,,29-Jun-16,0.0383,0.0493,0.0868,,,,,,,,,
,,30-Jun-16,,,,0.0001,0.0411,0.021,,,,,,
,,1-Jul-16,,,,,,,0,0.0517,0.0674,,,
,,2-Jul-16,,,,,,,,,,0.0072,0.0039,0.0065
,,6-Jul-16,0.0334,0.0238,0.0091,,,,,,,,,
,,7-Jul-16,,,,0.006,0.0215,0.0077,,,,,,
,,8-Jul-16,,,,,,,0.0535,0.0196,0.0365,,,
,,9-Jul-16,,,,,,,,,,0.0067,0.0119,0.0191
,,13-Jul-16,0.0159,0.0094,0.0137,,,,,,,,,
,,14-Jul-16,,,,0.0137,0.05,0.0265,,,,,,
,,15-Jul-16,,,,,,,0.0159,0.0145,0.0121,,,
,,16-Jul-16,,,,,,,,,,0.0028,0.0257,0.0194
,,20-Jul-16,0.0073,0.0297,0.0832,,,,,,,,,
,,21-Jul-16,,,,0.0082,0.0132,0.0083,,,,,,
,,22-Jul-16,,,,,,,0.0205,0.0135,0.0084,,,
,,23-Jul-16,,,,,,,,,,0,0.0001,0.0164
,Neuroptera,22-Jun-16,0,0.0006,0,,,,,,,,,
,,23-Jun-16,,,,0,0.0009,0,,,,,,
,,24-Jun-16,,,,,,,0,0,0,,,
,,25-Jun-16,,,,,,,,,,0,0,0
,,29-Jun-16,0.0001,0.0006,0.0005,,,,,,,,,
,,30-Jun-16,,,,0,0,0,,,,,,
,,1-Jul-16,,,,,,,0,0.0114,0,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0,0,0,,,,,,
,,8-Jul-16,,,,,,,0,0,0,,,
,,9-Jul-16,,,,,,,,,,0,0,0
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0.0107,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,0,0,0,,,,,,
,,22-Jul-16,,,,,,,0,0,0,,,
,,23-Jul-16,,,,,,,,,,0,0,0
,Coleoptera,22-Jun-16,0.0018,0.0032,0.0123,,,,,,,,,
,,23-Jun-16,,,,0.0042,0.012,0.007,,,,,,
,,24-Jun-16,,,,,,,0.0059,0.0031,0.0077,,,
,,25-Jun-16,,,,,,,,,,0.0003,0,0.0007
,,29-Jun-16,0,0.0077,0.0077,,,,,,,,,
,,30-Jun-16,,,,0.0012,0.0055,0.0074,,,,,,
,,1-Jul-16,,,,,,,0.0324,0.0184,0.015,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0.0029,0.0045,0,,,,,,,,,
,,7-Jul-16,,,,0.004,0.0048,0,,,,,,
,,8-Jul-16,,,,,,,0.0124,0,0,,,
,,9-Jul-16,,,,,,,,,,0.0011,0.015,0
,,13-Jul-16,0,0.0043,0.0012,,,,,,,,,
,,14-Jul-16,,,,0,0.0149,0,,,,,,
,,15-Jul-16,,,,,,,0.035,0,0.0055,,,
,,16-Jul-16,,,,,,,,,,0.0095,0,0
,,20-Jul-16,0,0,0.001,,,,,,,,,
,,21-Jul-16,,,,0.0007,0.01,0.0067,,,,,,
,,22-Jul-16,,,,,,,0.0011,0,0.0005,,,
,,23-Jul-16,,,,,,,,,,0.0073,0,0
,Diptera,22-Jun-16,0.0119,0.0008,0.0533,,,,,,,,,
,,23-Jun-16,,,,0.0085,0.0092,0.0032,,,,,,
,,24-Jun-16,,,,,,,0.0001,0,0.0007,,,
,,25-Jun-16,,,,,,,,,,0,0,0.0006
,,29-Jun-16,0.0043,0.1284,0.0004,,,,,,,,,
,,30-Jun-16,,,,0.0001,0,0.0008,,,,,,
,,1-Jul-16,,,,,,,0.0028,0,0.001,,,
,,2-Jul-16,,,,,,,,,,0,0.0041,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0,0,0,,,,,,
,,8-Jul-16,,,,,,,0.0001,0.0008,0.0018,,,
,,9-Jul-16,,,,,,,,,,0,0,0
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0.0003,0.0007,0,,,,,,
,,15-Jul-16,,,,,,,0.0009,0.0001,0.0002,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0.0001,0,0,,,,,,,,,
,,21-Jul-16,,,,0,0.0002,0,,,,,,
,,22-Jul-16,,,,,,,0.0007,0,0,,,
,,23-Jul-16,,,,,,,,,,0,0,0
,Hymenoptera,22-Jun-16,0.0098,0.0004,0.0006,,,,,,,,,
,,23-Jun-16,,,,0,0.0007,0.03,,,,,,
,,24-Jun-16,,,,,,,0.0002,0,0,,,
,,25-Jun-16,,,,,,,,,,0.0001,0,0
,,29-Jun-16,0.0001,0.0004,0.001,,,,,,,,,
,,30-Jun-16,,,,0,0.0001,0.0016,,,,,,
,,1-Jul-16,,,,,,,0.0005,0,0.0003,,,
,,2-Jul-16,,,,,,,,,,0,0.002,0
,,6-Jul-16,0,0,0.0001,,,,,,,,,
,,7-Jul-16,,,,0.0016,0.0001,0.0001,,,,,,
,,8-Jul-16,,,,,,,0,0,0.0018,,,
,,9-Jul-16,,,,,,,,,,0.0009,0,0.0016
,,13-Jul-16,0,0.0002,0.0009,,,,,,,,,
,,14-Jul-16,,,,0.0001,0.0001,0.0021,,,,,,
,,15-Jul-16,,,,,,,0.0004,0,0,,,
,,16-Jul-16,,,,,,,,,,0.0006,0,0.0001
,,20-Jul-16,0.001,0,0.0004,,,,,,,,,
,,21-Jul-16,,,,0,0.0002,0,,,,,,
,,22-Jul-16,,,,,,,0,0,0.0009,,,
,,23-Jul-16,,,,,,,,,,0,0.0004,0.0001
,Mantodea,22-Jun-16,0,0,0,,,,,,,,,
,,23-Jun-16,,,,0,0,0,,,,,,
,,24-Jun-16,,,,,,,0,0,0,,,
,,25-Jun-16,,,,,,,,,,0,0,0
,,29-Jun-16,0,0,0,,,,,,,,,
,,30-Jun-16,,,,0,0,0,,,,,,
,,1-Jul-16,,,,,,,0,0,0,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0,0,0,,,,,,
,,8-Jul-16,,,,,,,0,0,0,,,
,,9-Jul-16,,,,,,,,,,0,0,0
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,0,0,0,,,,,,
,,22-Jul-16,,,,,,,0,0,0,,,
,,23-Jul-16,,,,,,,,,,0,0,0
,Psocoptera,22-Jun-16,0,0.0001,0,,,,,,,,,
,,23-Jun-16,,,,0,0,0,,,,,,
,,24-Jun-16,,,,,,,0,0,0,,,
,,25-Jun-16,,,,,,,,,,0,0,0
,,29-Jun-16,0,0,0,,,,,,,,,
,,30-Jun-16,,,,0,0,0.0007,,,,,,
,,1-Jul-16,,,,,,,0,0,0.0006,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0,0,0,,,,,,
,,8-Jul-16,,,,,,,0,0,0,,,
,,9-Jul-16,,,,,,,,,,0,0,0
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,0,0,0,,,,,,
,,22-Jul-16,,,,,,,0,0,0,,,
,,23-Jul-16,,,,,,,,,,0,0,0
,Phasmatodea,22-Jun-16,0.0419,0,0,,,,,,,,,
,,23-Jun-16,,,,0,0,0,,,,,,
,,24-Jun-16,,,,,,,,,,,,
,,25-Jun-16,,,,,,,,,,0,0,0
,,29-Jun-16,0,0,0,,,,,,,,,
,,30-Jun-16,,,,0,0,0.0243,,,,,,
,,1-Jul-16,,,,,,,,,,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,,,,,,,,,,,,
,,7-Jul-16,,,,0,0,0,,,,,,
,,8-Jul-16,,,,,,,,,,,,
,,9-Jul-16,,,,,,,,,,,,
,,13-Jul-16,,,,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,0,0,0,,,,,,
,,22-Jul-16,,,,,,,0,0,0,,,
,,23-Jul-16,,,,,,,,,,0,0,0
,Lepidoptera,22-Jun-16,0,0.0054,0,,,,,,,,,
,,23-Jun-16,,,,0,0,0,,,,,,
,,24-Jun-16,,,,,,,0,0,0,,,
,,25-Jun-16,,,,,,,,,,0,0.0021,0
,,29-Jun-16,0,0,0,,,,,,,,,
,,30-Jun-16,,,,0,0.0008,0.0031,,,,,,
,,1-Jul-16,,,,,,,0,0,0,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0,0,0,,,,,,
,,8-Jul-16,,,,,,,0,0,0,,,
,,9-Jul-16,,,,,,,,,,0,0,0
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0,0.0002,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,0,0,0,,,,,,
,,22-Jul-16,,,,,,,0,0,0,,,
,,23-Jul-16,,,,,,,,,,0,0,0
,Trichoptera,22-Jun-16,0.0001,0,0,,,,,,,,,
,,23-Jun-16,,,,0,0,0,,,,,,
,,24-Jun-16,,,,,,,,,,,,
,,25-Jun-16,,,,,,,,,,0,0,0
,,29-Jun-16,0,0,0,,,,,,,,,
,,30-Jun-16,,,,0,0,0,,,,,,
,,1-Jul-16,0.0001,,,,,,,,,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,,,,,,,,,,,,
,,7-Jul-16,,,,0,0,0,,,,,,
,,8-Jul-16,,,,,,,,,,,,
,,9-Jul-16,,,,,,,,,,,,
,,13-Jul-16,,,,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0,0,0,,,,,,,,,
,,21-Jul-16,,,,0,0,0,,,,,,
,,22-Jul-16,,,,,,,0,0,0,,,
,,23-Jul-16,,,,,,,,,,0,0,0
,Immatures (larvae),22-Jun-16,0,0,0,,,,,,,,,
,,23-Jun-16,,,,0,0,0,,,,,,
,,24-Jun-16,,,,,,,0,0,0,,,
,,25-Jun-16,,,,,,,,,,0.0016,0,0
,,29-Jun-16,0,0,0.0007,,,,,,,,,
,,30-Jun-16,,,,0,0,0,,,,,,
,,1-Jul-16,,,,,,,0,0,0,,,
,,2-Jul-16,,,,,,,,,,0,0,0
,,6-Jul-16,0,0,0,,,,,,,,,
,,7-Jul-16,,,,0,0,0.0023,,,,,,
,,8-Jul-16,,,,,,,0,0,0,,,
,,9-Jul-16,,,,,,,,,,0,0,0
,,13-Jul-16,0,0,0,,,,,,,,,
,,14-Jul-16,,,,0,0,0,,,,,,
,,15-Jul-16,,,,,,,0,0,0,,,
,,16-Jul-16,,,,,,,,,,0,0,0
,,20-Jul-16,0.0001,0,0,,,,,,,,,
,,21-Jul-16,,,,0,0,0,,,,,,
,,22-Jul-16,,,,,,,0,0,0,,,
,,23-Jul-16,,,,,,,,,,0,0,0
