Taxon,,Date,Sweep,,,,,,,,,,,
,Order,,1A,1B,1C,2A,2B,2C,3A,3B,3C,UTC1,UTC2,UTC3
,,3-Jul-15,,,,,,,,,,,,
,,4-Jul-15,,,,,,,,,,,,
,,6-Jul-15,,,,,,,,,,,,
,,8-Jul-15,,,,,,,,,,,,
,,10-Jul-15,,,,,,,,,,,,
,,11-Jul-15,,,,,,,,,,,,
,,13-Jul-15,,,,,,,,,,,,
,,15-Jul-15,,,,,,,,,,,,
,,17-Jul-15,,,,,,,,,,,,
,,18-Jul-15,,,,,,,,,,,,
,,20-Jul-15,,,,,,,,,,,,
,,22-Jul-15,,,,,,,,,,,,
,,24-Jul-15,,,,,,,,,,,,
,,25-Jul-15,,,,,,,,,,,,
,,27-Jul-15,,,,,,,,,,,,
,Solifugae,24-Jun-15,,,,,,,,,,,,
,,25-Jun-15,,,,,,,,,,,,
,,26-Jun-15,,,,,,,,,,,,
,,27-Jun-15,,,,,,,,,,,,
,,1-Jul-15,,,,,,,,,,,,
,,3-Jul-15,,,,,,,,,,,,
,,4-Jul-15,,,,,,,,,,,,
,,6-Jul-15,,,,,,,,,,,,
,,8-Jul-15,,,,,,,,,,,,
,,10-Jul-15,,,,,,,,,,,,
,,11-Jul-15,,,,,,,,,,,,
,,13-Jul-15,,,,,,,,,,,,
,,15-Jul-15,,,,,,,,,,,,
,,17-Jul-15,,,,,,,,,,,,
,,18-Jul-15,,,,,,,,,,,,
,,20-Jul-15,,,,,,,,,,,,
,,22-Jul-15,,,,,,,,,,,,
,,24-Jul-15,,,,,,,,,,,,
,,25-Jul-15,,,,,,,,,,,,
,,27-Jul-15,,,,,,,,,,,,
,Acari,24-Jun-15,0,0,0,,,,,,,,,
,,25-Jun-15,,,,0,0,0,,,,,,
,,26-Jun-15,,,,,,,0,0,0,,,
,,27-Jun-15,,,,,,,,,,0,0,0
,,1-Jul-15,0,0,0,,,,,,,,,
,,3-Jul-15,,,,0,0,0,,,,,,
,,4-Jul-15,,,,,,,,,,0,0,0
,,6-Jul-15,,,,,,,0,0,0,,,
,,8-Jul-15,0,0,0,,,,,,,,,
,,10-Jul-15,,,,0,0,0,,,,,,
,,11-Jul-15,,,,,,,,,,0,0,0
,,13-Jul-15,,,,,,,0,0,0,,,
,,15-Jul-15,0,0,0,,,,,,,,,
,,17-Jul-15,,,,0,0,0,,,,,,
,,18-Jul-15,,,,,,,,,,0,0,0
,,20-Jul-15,,,,,,,0,0,0,,,
,,22-Jul-15,0,0,0,,,,,,,,,
,,24-Jul-15,,,,0,0,0,,,,,,
,,25-Jul-15,,,,,,,,,,0,0,0
,,27-Jul-15,,,,,,,0,0,0,,,
,Pseudoscorpiones,24-Jun-15,0,0,0,,,,,,,,,
,,25-Jun-15,,,,0,0,0,,,,,,
,,26-Jun-15,,,,,,,0,0,0,,,
,,27-Jun-15,,,,,,,,,,0,0,0
,,1-Jul-15,0,0,0,,,,,,,,,
,,3-Jul-15,,,,0,0,0,,,,,,
,,4-Jul-15,,,,,,,,,,0,0,0
,,6-Jul-15,,,,,,,0,0,0,,,
,,8-Jul-15,0,0,0,,,,,,,,,
,,10-Jul-15,,,,0,0,0,,,,,,
,,11-Jul-15,,,,,,,,,,0,0,0
,,13-Jul-15,,,,,,,0,0,0,,,
,,15-Jul-15,0,0,0,,,,,,,,,
,,17-Jul-15,,,,0,0,0,,,,,,
,,18-Jul-15,,,,,,,,,,0,0,0
,,20-Jul-15,,,,,,,0,0,0,,,
,,22-Jul-15,0,0,0,,,,,,,,,
,,24-Jul-15,,,,0,0,0,,,,,,
,,25-Jul-15,,,,,,,,,,0,0,0
,,27-Jul-15,,,,,,,0,0,0,,,
Insecta,Collembola,24-Jun-15,0,0,0,,,,,,,,,
,,25-Jun-15,,,,0,0,0,,,,,,
,,26-Jun-15,,,,,,,0,0,0,,,
,,27-Jun-15,,,,,,,,,,0,0,0
,,1-Jul-15,0.0004,0,0,,,,,,,,,
,,3-Jul-15,,,,0,0,0,,,,,,
,,4-Jul-15,,,,,,,,,,0,0,0
,,6-Jul-15,,,,,,,0,0,0,,,
,,8-Jul-15,0,0,0,,,,,,,,,
,,10-Jul-15,,,,0,0,0,,,,,,
,,11-Jul-15,,,,,,,,,,0,0,0
,,13-Jul-15,,,,,,,0,0,0,,,
,,15-Jul-15,0,0,0,,,,,,,,,
,,17-Jul-15,,,,0,0,0,,,,,,
,,18-Jul-15,,,,,,,,,,0,0,0
,,20-Jul-15,,,,,,,0,0,0,,,
,,22-Jul-15,0,0,0,,,,,,,,,
,,24-Jul-15,,,,0,0,0,,,,,,
,,25-Jul-15,,,,,,,,,,0,0,0
,,27-Jul-15,,,,,,,0,0,0,,,
,Trichoptera,24-Jun-15,0,0,0,,,,,,,,,
,,25-Jun-15,,,,0,0,0,,,,,,
,,26-Jun-15,,,,,,,0.0025,0,0,,,
,,27-Jun-15,,,,,,,,,,0,0,0
,,1-Jul-15,0,0,0,,,,,,,,,
,,3-Jul-15,,,,0,0,0,,,,,,
,,4-Jul-15,,,,,,,,,,0,0,0
,,6-Jul-15,,,,,,,0,0,0,,,
,,8-Jul-15,0,0,0,,,,,,,,,
,,10-Jul-15,,,,0,0,0,,,,,,
,,11-Jul-15,,,,,,,,,,0,0,0
,,13-Jul-15,,,,,,,0,0,0,,,
,,15-Jul-15,0,0,0,,,,,,,,,
,,17-Jul-15,,,,0,0,0,,,,,,
,,18-Jul-15,,,,,,,,,,0,0,0
,,20-Jul-15,,,,,,,0,0,0,,,
,,22-Jul-15,0,0,0,,,,,,,,,
,,24-Jul-15,,,,0,0,0,,,,,,
,,25-Jul-15,,,,,,,,,,0,0,0
,,27-Jul-15,,,,,,,0,0,0,,,
,Thysanoptera,24-Jun-15,0,0,0,,,,,,,,,
,,25-Jun-15,,,,0,0,0,,,,,,
,,26-Jun-15,,,,,,,0,0,0,,,
,,27-Jun-15,,,,,,,,,,0,0,0
,,1-Jul-15,0,0,0,,,,,,,,,
,,3-Jul-15,,,,0.0006,0,0.0003,,,,,,
,,4-Jul-15,,,,,,,,,,0,0,0
,,6-Jul-15,,,,,,,0.0003,0,0,,,
,,8-Jul-15,0,0,0,,,,,,,,,
,,10-Jul-15,,,,0,0,0.0001,,,,,,
,,11-Jul-15,,,,,,,,,,0,0,0
,,13-Jul-15,,,,,,,0,0,0,,,
,,15-Jul-15,0,0,0,,,,,,,,,
,,17-Jul-15,,,,0,0,0,,,,,,
,,18-Jul-15,,,,,,,,,,0,0,0.0001
,,20-Jul-15,,,,,,,0.0016,0.001,0.0001,,,
,,22-Jul-15,0,0,0,,,,,,,,,
,,24-Jul-15,,,,0,0.0005,0.0003,,,,,,
,,25-Jul-15,,,,,,,,,,0,0,0
,,27-Jul-15,,,,,,,0,0.0008,0.0006,,,
,Orthoptera,24-Jun-15,0,0.0526,0.0225,,,,,,,,,
,,25-Jun-15,,,,0.003,0.0196,0.0435,,,,,,
,,26-Jun-15,,,,,,,0.0492,0.0276,0.0271,,,
,,27-Jun-15,,,,,,,,,,0.0031,0,0.0024
,,1-Jul-15,0.0057,0.0231,0.1121,,,,,,,,,
,,3-Jul-15,,,,0.0005,0.0414,0.014,,,,,,
,,4-Jul-15,,,,,,,,,,0.0651,0.0831,0.0409
,,6-Jul-15,,,,,,,0.011,0,0,,,
,,8-Jul-15,0.0021,0.0016,0,,,,,,,,,
,,10-Jul-15,,,,0.0335,0.008,0,,,,,,
,,11-Jul-15,,,,,,,,,,0.0224,0.0732,0.025
,,13-Jul-15,,,,,,,0,0.0089,0,,,
,,15-Jul-15,0.022,0.0027,0.0164,,,,,,,,,
,,17-Jul-15,,,,0.0017,0.0187,0.0087,,,,,,
,,18-Jul-15,,,,,,,,,,0.0676,0.0848,0.0115
,,20-Jul-15,,,,,,,0.0143,0.0074,0,,,
,,22-Jul-15,0.0117,0.0204,0,,,,,,,,,
,,24-Jul-15,,,,0.0155,0.0232,0.015,,,,,,
,,25-Jul-15,,,,,,,,,,0.045,0.0177,0.003
,,27-Jul-15,,,,,,,0.0037,0.0027,0,,,
,Hemiptera,24-Jun-15,0.0039,0.0027,0.003,,,,,,,,,
,,25-Jun-15,,,,0.0069,0.0052,0.0053,,,,,,
,,26-Jun-15,,,,,,,0.0396,0.0146,0.0054,,,
,,27-Jun-15,,,,,,,,,,0.0036,0.001,0.0218
,,1-Jul-15,0.016,0,0.0024,,,,,,,,,
,,3-Jul-15,,,,0.0082,0.0092,0.1054,,,,,,
,,4-Jul-15,,,,,,,,,,0,0.0144,0.0077
,,6-Jul-15,,,,,,,0.0398,0.0175,0,,,
,,8-Jul-15,0.0041,0.0108,0.0047,,,,,,,,,
,,10-Jul-15,,,,0.0078,0.0022,0,,,,,,
,,11-Jul-15,,,,,,,,,,0.0028,0.0083,0.0106
,,13-Jul-15,,,,,,,0.0298,0.0154,0.0105,,,
,,15-Jul-15,0.0568,0.0482,0.0309,,,,,,,,,
,,17-Jul-15,,,,0.0049,0.0126,0.0334,,,,,,
,,18-Jul-15,,,,,,,,,,0.0014,0.0115,0.0598
,,20-Jul-15,,,,,,,0.0966,0.0785,0.0257,,,
,,22-Jul-15,0.0615,0.0689,0.1463,,,,,,,,,
,,24-Jul-15,,,,0,0.0373,0.0362,,,,,,
,,25-Jul-15,,,,,,,,,,0.0651,0.0269,0.0077
,,27-Jul-15,,,,,,,0.0595,0.0636,0.1,,,
,Neuroptera,24-Jun-15,0,0,0,,,,,,,,,
,,25-Jun-15,,,,0,0,0,,,,,,
,,26-Jun-15,,,,,,,0,0,0,,,
,,27-Jun-15,,,,,,,,,,0,0,0
,,1-Jul-15,0,0,0,,,,,,,,,
,,3-Jul-15,,,,0,0,0,,,,,,
,,4-Jul-15,,,,,,,,,,0,0,0
,,6-Jul-15,,,,,,,0,0,0,,,
,,8-Jul-15,0,0,0,,,,,,,,,
,,10-Jul-15,,,,0,0,0,,,,,,
,,11-Jul-15,,,,,,,,,,0,0,0
,,13-Jul-15,,,,,,,0,0,0,,,
,,15-Jul-15,0,0,0,,,,,,,,,
,,17-Jul-15,,,,0,0,0,,,,,,
,,18-Jul-15,,,,,,,,,,0,0,0
,,20-Jul-15,,,,,,,0,0,0,,,
,,22-Jul-15,0,0,0,,,,,,,,,
,,24-Jul-15,,,,0,0,0.003,,,,,,
,,25-Jul-15,,,,,,,,,,0,0,0
,,27-Jul-15,,,,,,,0,0,0,,,
,Coleoptera,24-Jun-15,0.0035,0.001,0.0001,,,,,,,,,
,,25-Jun-15,,,,0.0489,0.0071,0.0118,,,,,,
,,26-Jun-15,,,,,,,0.0213,0,0.0061,,,
,,27-Jun-15,,,,,,,,,,0.0015,0,0.0002
,,1-Jul-15,0.0084,0.0004,0.0166,,,,,,,,,
,,3-Jul-15,,,,0.0156,0.0182,0.9772,,,,,,
,,4-Jul-15,,,,,,,,,,0,0.0102,0.0002
,,6-Jul-15,,,,,,,0.0207,0.0057,0,,,
,,8-Jul-15,0.0025,0.0046,0.0005,,,,,,,,,
,,10-Jul-15,,,,0.058,0.0086,0.0022,,,,,,
,,11-Jul-15,,,,,,,,,,0,0.0003,0.0004
,,13-Jul-15,,,,,,,0.0586,0.0046,0,,,
,,15-Jul-15,0.0079,0.0609,0.0122,,,,,,,,,
,,17-Jul-15,,,,0.0071,0.0353,0.1993,,,,,,
,,18-Jul-15,,,,,,,,,,0.0031,0.0084,0.0089
,,20-Jul-15,,,,,,,0.1069,0.0056,0.1355,,,
,,22-Jul-15,0.0231,0.0099,0.1192,,,,,,,,,
,,24-Jul-15,,,,0,0.1994,0.1934,,,,,,
,,25-Jul-15,,,,,,,,,,0.0095,0.0343,0.0038
,,27-Jul-15,,,,,,,0.03,0.0644,0,,,
,Diptera,24-Jun-15,0,0,0,,,,,,,,,
,,25-Jun-15,,,,0,0.0007,0.001,,,,,,
,,26-Jun-15,,,,,,,0.0012,0.0841,0.0504,,,
,,27-Jun-15,,,,,,,,,,0,0.0011,0.0004
,,1-Jul-15,0.0029,0.0668,0.072,,,,,,,,,
,,3-Jul-15,,,,0.0069,0.0135,0.0506,,,,,,
,,4-Jul-15,,,,,,,,,,0,0.0042,0.0144
,,6-Jul-15,,,,,,,0.0136,0.0013,0,,,
,,8-Jul-15,0.0022,0.0093,0.0017,,,,,,,,,
,,10-Jul-15,,,,0.0016,0.0009,0.0007,,,,,,
,,11-Jul-15,,,,,,,,,,0.0052,0.0082,0.0037
,,13-Jul-15,,,,,,,0.0123,0.004,0.0033,,,
,,15-Jul-15,0.0063,0.0025,0.0023,,,,,,,,,
,,17-Jul-15,,,,0,0.0007,0.003,,,,,,
,,18-Jul-15,,,,,,,,,,0.0077,0.0015,0.0118
,,20-Jul-15,,,,,,,0.0156,0.0341,0.0049,,,
,,22-Jul-15,0.0011,0.0012,0.0005,,,,,,,,,
,,24-Jul-15,,,,0.0055,0.0031,0.0033,,,,,,
,,25-Jul-15,,,,,,,,,,0.0304,0.0214,0.0013
,,27-Jul-15,,,,,,,0.0158,0.0079,0.0282,,,
,Hymenoptera,24-Jun-15,0,0.0025,0.0001,,,,,,,,,
,,25-Jun-15,,,,0.0092,0.0025,0.0001,,,,,,
,,26-Jun-15,,,,,,,0.0027,0,0.0037,,,
,,27-Jun-15,,,,,,,,,,0,0,0
,,1-Jul-15,0.0024,0.0046,0.012,,,,,,,,,
,,3-Jul-15,,,,0.0003,0.0014,0.0965,,,,,,
,,4-Jul-15,,,,,,,,,,0.0027,0.0013,0.0005
,,6-Jul-15,,,,,,,0.0169,0,0,,,
,,8-Jul-15,0.0036,0.0031,0.0055,,,,,,,,,
,,10-Jul-15,,,,0.016,0.0024,0.0007,,,,,,
,,11-Jul-15,,,,,,,,,,0,0,0.0112
,,13-Jul-15,,,,,,,0.0105,0.0015,0,,,
,,15-Jul-15,0.0172,0.0052,0.0094,,,,,,,,,
,,17-Jul-15,,,,0.0005,0.0005,0.0085,,,,,,
,,18-Jul-15,,,,,,,,,,0,0,0.0001
,,22-Jul-15,0.0066,0.003,0.004,,,,,,,,,
,,24-Jul-15,,,,0,0.0014,0.0005,,,,,,
,,25-Jul-15,,,,,,,,,,0.0062,0.003,0
,,27-Jul-15,,,,,,,0.0007,0.0034,0.021,,,
,Lepidoptera,24-Jun-15,0,0,0.0019,,,,,,,,,
,,25-Jun-15,,,,0.0073,0,0,,,,,,
,,26-Jun-15,,,,,,,0,0.0018,0,,,
,,27-Jun-15,,,,,,,,,,0,0,0
,,1-Jul-15,0,0,0,,,,,,,,,
,,3-Jul-15,,,,0,0,0,,,,,,
,,4-Jul-15,,,,,,,,,,0,0,0
,,6-Jul-15,,,,,,,0.002,0.0023,0,,,
,,8-Jul-15,0,0,0,,,,,,,,,
,,10-Jul-15,,,,0,0,0,,,,,,
,,11-Jul-15,,,,,,,,,,0,0,0
,,13-Jul-15,,,,,,,0,0,0,,,
,,15-Jul-15,0,0,0,,,,,,,,,
,,17-Jul-15,,,,0,0,0,,,,,,
,,18-Jul-15,,,,,,,,,,0,0,0
,,20-Jul-15,,,,,,,0.0005,0,0,,,
,,22-Jul-15,0,0,0,,,,,,,,,
,,24-Jul-15,,,,0,0,0,,,,,,
,,25-Jul-15,,,,,,,,,,0,0,0
,,27-Jul-15,,,,,,,0,0,0.0419,,,
,Mantodea,24-Jun-15,,,,,,,,,,,,
,,25-Jun-15,,,,,,,,,,,,
,,26-Jun-15,,,,,,,,,,,,
,,27-Jun-15,,,,,,,,,,,,
,,1-Jul-15,,,,,,,,,,,,
,,3-Jul-15,,,,,,,,,,,,
,,4-Jul-15,,,,,,,,,,,,
,,6-Jul-15,,,,,,,,,,,,
,,8-Jul-15,,,,,,,,,,,,
,,10-Jul-15,,,,,,,,,,,,
,,11-Jul-15,,,,,,,,,,,,
,,13-Jul-15,,,,,,,,,,,,
,,15-Jul-15,,,,,,,,,,,,
,,17-Jul-15,,,,,,,,,,,,
,,18-Jul-15,,,,,,,,,,,,
,,20-Jul-15,,,,,,,,,,,,
,,22-Jul-15,,,,,,,,,,,,
,,24-Jul-15,,,,,,,,,,,,
,,25-Jul-15,,,,,,,,,,,,
,,27-Jul-15,,,,,,,,,,,,
,Immatures (larvae),24-Jun-15,0,0,0,,,,,,,,,
,,25-Jun-15,,,,0,0,0,,,,,,
,,26-Jun-15,,,,,,,0,0,0,,,
,,27-Jun-15,,,,,,,,,,0,0,0
,,1-Jul-15,0,0,0,,,,,,,,,
,,3-Jul-15,,,,0,0,0,,,,,,
,,4-Jul-15,,,,,,,,,,0,0,0
,,6-Jul-15,,,,,,,0,0,0,,,
,,8-Jul-15,0,0,0,,,,,,,,,
,,10-Jul-15,,,,0,0,0,,,,,,
,,11-Jul-15,,,,,,,,,,0,0,0
,,13-Jul-15,,,,,,,0,0,0,,,
,,15-Jul-15,0,0,0,,,,,,,,,
,,17-Jul-15,,,,0,0,0,,,,,,
,,18-Jul-15,,,,,,,,,,0,0,0
,,20-Jul-15,,,,,,,0,0,0,,,
,,22-Jul-15,0,0,0,,,,,,,,,
,,24-Jul-15,,,,0,0,0,,,,,,
,,25-Jul-15,,,,,,,,,,0,0,0
,,27-Jul-15,,,,,,,0,0,0,,,
